event_name,category,date,start_time,venue,address,organizer,description,price,capacity,latitude,longitude,rating,rating_count,traffic_score,tags
Open Business Meetup in Kandy,Business Expo,27-Oct-23,22:45,Bogambara Stadium,"26 Temple Road, Kandy",Local Artists Collective,Hands-on workshop suitable for beginners and professionals.,1000,750,7.289589,80.59366,4.5376,95.32,32.33677027,professional
Open Cultural Show in Kandy,Religious,20-Mar-23,9:00,Mahaweli Reach Hotel Conference Room,"166 Market Lane, Kandy",University of Peradeniya,An informative session with expert speakers and networking opportunities.,0,400,7.294423,80.596332,4.5376,95.32,32.33677027,"networking,tickets_required"
Local Business Meetup in Kandy,Education,29-Jan-23,21:00,Kandy Open-Air Stage,"13 Lake Road, Kandy",Local Artists Collective,An outdoor celebration showcasing local culture and crafts.,0,1000,7.252731,80.615858,4.5376,95.32,32.33677027,kids
Annual Cricket Match in Kandy,Film Screening,13-Feb-26,15:15,Temple of the Tooth Grounds,"26 Main Street, Kandy",Lanka Events Co.,Hands-on workshop suitable for beginners and professionals.,1000,500,7.293416,80.628237,4.5376,95.32,32.33677027,tickets_required
Local Coding Workshop in Kandy,Art & Craft,14-Feb-26,12:45,Peradeniya Botanical Gardens Lawn,"195 Temple Road, Kandy",Mahaweli Event Planners,An informative session with expert speakers and networking opportunities.,1000,300,7.260106,80.627271,4.5376,95.32,32.33677027,"outdoor,registration"
Annual Cultural Show in Kandy,Religious,14-Apr-23,18:45,Kandy Regency Hotel,"128 Hill Street, Kandy",University of Peradeniya,An outdoor celebration showcasing local culture and crafts.,100,750,7.310995,80.650724,4.5376,95.32,32.33677027,"registration,indoor"
Community Cricket Match in Kandy,Film Screening,15-Jan-23,16:00,Peradeniya Botanical Gardens Lawn,"98 Garden Avenue, Kandy",Kandy Cultural Society,A community-focused event bringing together locals and visitors.,750,100,7.307426,80.655163,4.5376,95.32,32.33677027,outdoor
Weekly Yoga Session in Kandy,Business Conference,27-Mar-24,7:30,Kandy Municipal Grounds,"115 Main Street, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,0,50,7.246909,80.637513,4.5376,95.32,32.33677027,free
Local Cricket Match in Kandy,Networking,28-Apr-26,12:15,Local Community Hall,"166 Temple Road, Kandy",Kandy Sports Association,Hands-on workshop suitable for beginners and professionals.,1500,100,7.287647,80.603261,4.5376,95.32,32.33677027,registration
Grand Food Festival in Kandy,Market,1-Nov-25,14:45,Nawaloka Hall,"73 Main Street, Kandy",Kandy Cultural Society,"Live performances, food stalls, and family activities.",0,750,7.316986,80.648836,4.5376,95.32,32.33677027,professional
Weekly Business Meetup in Kandy,Business Expo,17-Jan-25,14:00,Kandy Regency Hotel,"31 Peradeniya Road, Kandy",Kandy Youth Network,An informative session with expert speakers and networking opportunities.,2000,400,7.30003,80.630285,4.5376,95.32,32.33677027,"networking,student,family"
Annual Tech Summit in Kandy,Academic Seminar,24-Aug-24,20:00,Ramada Kandy Banquet,"164 Garden Avenue, Kandy",Kandy Tourism Board,Hands-on workshop suitable for beginners and professionals.,2000,250,7.27756,80.650187,4.5376,95.32,32.33677027,"student,networking,tickets_required"
Weekly Tech Summit in Kandy,Business Expo,23-Oct-24,22:15,Pallekele International Cricket Stadium,"158 Garden Avenue, Kandy",Kandy Cultural Society,An outdoor celebration showcasing local culture and crafts.,1000,100,7.260791,80.638501,4.5376,95.32,32.33677027,outdoor
Local Food Festival in Kandy,Business Expo,2-Feb-23,19:45,Nawaloka Hall,"73 Peradeniya Road, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,2000,1000,7.314692,80.607466,4.5376,95.32,32.33677027,"registration,outdoor"
Open Business Meetup in Kandy,Networking,29-Aug-24,21:30,Kandy Open-Air Stage,"36 Hill Street, Kandy",Kandy Municipal Council,Hands-on workshop suitable for beginners and professionals.,1000,400,7.285349,80.638019,4.5376,95.32,32.33677027,family
Local Startup Pitch in Kandy,Film Screening,9-Aug-25,9:30,Pallekele International Cricket Stadium,"54 Temple Road, Kandy",Festival Lanka,Hands-on workshop suitable for beginners and professionals.,2000,150,7.267211,80.635014,4.5376,95.32,32.33677027,kids
Open Job Fair in Kandy,Religious,17-Mar-24,11:15,Kandy Municipal Grounds,"150 Peradeniya Road, Kandy",Kandy Municipal Council,A community-focused event bringing together locals and visitors.,500,750,7.277257,80.656866,4.5376,95.32,32.33677027,"tickets_required,family,free"
Annual Cricket Match in Kandy,Art & Craft,13-Jun-24,13:30,Kandy Town Hall,"109 Hill Street, Kandy",Festival Lanka,Hands-on workshop suitable for beginners and professionals.,0,100,7.284189,80.623214,4.5376,95.32,32.33677027,"professional,family"
Grand Book Reading in Kandy,Educational Workshop,12-Oct-23,15:15,Kandy Sports Complex,"194 Main Street, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",100,200,7.250115,80.640405,4.5376,95.32,32.33677027,indoor
Grand Cultural Show in Kandy,Food Event,29-Jul-26,18:15,Temple of the Tooth Grounds,"91 Hill Street, Kandy",Kandy Tourism Board,An informative session with expert speakers and networking opportunities.,0,300,7.260586,80.60519,4.5376,95.32,32.33677027,paid
Monthly Handicraft Market in Kandy,Food Event,5-Aug-24,17:00,Kandy Town Hall,"19 Garden Avenue, Kandy",Kandy Foodies Club,Hands-on workshop suitable for beginners and professionals.,0,400,7.257971,80.61929,4.5376,95.32,32.33677027,family
Annual Film Night in Kandy,Networking,23-Jul-26,9:00,Kandy City Centre Auditorium,"73 Peradeniya Road, Kandy",Kandy Foodies Club,An informative session with expert speakers and networking opportunities.,200,200,7.299014,80.64736,4.5376,95.32,32.33677027,"paid,indoor,kids"
Weekly Art Fair in Kandy,Religious,4-Dec-25,19:00,Local Community Hall,"80 Main Street, Kandy",Peradeniya Botanical Events,An outdoor celebration showcasing local culture and crafts.,1000,250,7.295044,80.615786,4.5376,95.32,32.33677027,"networking,registration"
Community Music Night in Kandy,Religious,12-Oct-24,19:30,Bogambara Stadium,"112 Garden Avenue, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,0,100,7.307677,80.637927,4.5376,95.32,32.33677027,"outdoor,indoor,networking"
Open Job Fair in Kandy,Networking,28-Dec-23,22:45,Riverbank Event Space,"122 Temple Road, Kandy",Kandy Foodies Club,"Live performances, food stalls, and family activities.",0,1000,7.290317,80.612459,4.5376,95.32,32.33677027,"networking,family,student"
Annual Music Night in Kandy,Art & Craft,5-Jun-26,6:15,Kandy Town Hall,"193 Lake Road, Kandy",Lanka Events Co.,Hands-on workshop suitable for beginners and professionals.,500,300,7.305225,80.645799,4.5376,95.32,32.33677027,networking
Community Yoga Session in Kandy,Religious,27-Mar-23,22:00,Kandy Art Gallery,"91 Main Street, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,0,200,7.290999,80.653385,4.5376,95.32,32.33677027,"tickets_required,kids,student"
Monthly Food Festival in Kandy,Sports Event,1-Nov-24,10:00,Temple of the Tooth Grounds,"74 Market Lane, Kandy",Peradeniya Botanical Events,An outdoor celebration showcasing local culture and crafts.,1000,200,7.259844,80.596709,4.5376,95.32,32.33677027,"indoor,networking"
Weekly Food Festival in Kandy,Networking,5-May-23,7:30,Mahaweli Reach Hotel Conference Room,"56 Lake Road, Kandy",Peradeniya Botanical Events,A community-focused event bringing together locals and visitors.,0,300,7.276956,80.612719,4.5376,95.32,32.33677027,family
Local Food Festival in Kandy,Food Event,26-May-24,10:00,Riverbank Event Space,"162 Peradeniya Road, Kandy",Kandy Cultural Society,"Live performances, food stalls, and family activities.",200,500,7.247349,80.623255,4.5376,95.32,32.33677027,"paid,tickets_required"
Community Food Festival in Kandy,Networking,7-Apr-23,22:30,Pallekele International Cricket Stadium,"14 Hill Street, Kandy",Mahaweli Event Planners,Hands-on workshop suitable for beginners and professionals.,0,150,7.276813,80.603618,4.5376,95.32,32.33677027,tickets_required
Local Food Festival in Kandy,Cultural Festival,18-Dec-25,22:45,Local Community Hall,"173 Main Street, Kandy",Sri Lanka Conference Org,An outdoor celebration showcasing local culture and crafts.,2000,150,7.259019,80.655155,4.5376,95.32,32.33677027,"kids,free,student"
Community Job Fair in Kandy,Theatre,12-May-25,17:15,Ramada Kandy Banquet,"18 Peradeniya Road, Kandy",Peradeniya Botanical Events,Hands-on workshop suitable for beginners and professionals.,2000,100,7.266818,80.645254,4.5376,95.32,32.33677027,"networking,tickets_required"
Open Music Night in Kandy,Religious,5-Jun-23,13:15,University of Peradeniya Lecture Theatre,"96 Peradeniya Road, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,0,300,7.243395,80.648042,4.5376,95.32,32.33677027,indoor
Local Film Night in Kandy,Food Event,5-Mar-23,20:45,Local Community Hall,"70 Lake Road, Kandy",Peradeniya Botanical Events,An outdoor celebration showcasing local culture and crafts.,0,75,7.293907,80.658927,4.5376,95.32,32.33677027,kids
Monthly Cultural Show in Kandy,Networking,22-Aug-24,22:15,Kandy Cultural Centre,"122 Temple Road, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,2000,750,7.288576,80.616979,4.5376,95.32,32.33677027,"student,networking"
Annual Tech Summit in Kandy,Religious,26-Jan-26,10:30,Peradeniya Botanical Gardens Lawn,"111 Temple Road, Kandy",Kandy Music Circle,An outdoor celebration showcasing local culture and crafts.,200,400,7.265093,80.614649,4.5376,95.32,32.33677027,student
Grand Handicraft Market in Kandy,Networking,5-Dec-23,14:00,Kandy Cultural Centre,"157 Lake Road, Kandy",Lanka Events Co.,An outdoor celebration showcasing local culture and crafts.,0,200,7.285621,80.62182,4.5376,95.32,32.33677027,"family,paid"
Weekly Yoga Session in Kandy,Academic Seminar,19-Aug-25,15:30,Kandy Sports Complex,"3 Garden Avenue, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,300,1000,7.259309,80.605473,4.5376,95.32,32.33677027,family
Grand Business Meetup in Kandy,Religious,29-Jan-23,22:00,University of Peradeniya Lecture Theatre,"83 Peradeniya Road, Kandy",Mahaweli Event Planners,"Live performances, food stalls, and family activities.",2000,100,7.285398,80.653827,4.5376,95.32,32.33677027,"student,networking,tickets_required"
Monthly Book Reading in Kandy,Theatre,4-May-24,6:00,Nawaloka Hall,"14 Hill Street, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,1000,250,7.273003,80.605288,4.5376,95.32,32.33677027,"kids,student,networking"
Grand Startup Pitch in Kandy,Cultural Festival,8-Nov-23,22:45,Kandy Lakefront Hall,"9 Lake Road, Kandy",Kandy Municipal Council,Hands-on workshop suitable for beginners and professionals.,100,500,7.246438,80.656259,4.5376,95.32,32.33677027,professional
Grand Film Night in Kandy,Cultural Festival,28-Dec-26,6:30,Kandy Town Hall,"68 Main Street, Kandy",Kandy Sports Association,Hands-on workshop suitable for beginners and professionals.,2000,50,7.308905,80.635157,4.5376,95.32,32.33677027,family
Monthly Cricket Match in Kandy,Film Screening,5-Apr-23,11:30,Kandy Sports Complex,"9 Market Lane, Kandy",Peradeniya Botanical Events,Hands-on workshop suitable for beginners and professionals.,300,200,7.289266,80.590878,4.5376,95.32,32.33677027,"networking,student"
Open Book Reading in Kandy,Art & Craft,16-Dec-26,8:15,Mahaweli Reach Hotel Conference Room,"80 Temple Road, Kandy",Kandy Sports Association,Hands-on workshop suitable for beginners and professionals.,0,150,7.318552,80.628568,4.5376,95.32,32.33677027,"professional,indoor"
Community Tech Summit in Kandy,Business Conference,15-Nov-25,12:45,Local Community Hall,"97 Peradeniya Road, Kandy",Mahaweli Event Planners,An informative session with expert speakers and networking opportunities.,200,750,7.317265,80.650271,4.5376,95.32,32.33677027,"free,networking,indoor"
Monthly Job Fair in Kandy,Film Screening,11-Apr-26,21:00,Kandy Open-Air Stage,"90 Market Lane, Kandy",Festival Lanka,An outdoor celebration showcasing local culture and crafts.,0,500,7.267643,80.650453,4.5376,95.32,32.33677027,"free,networking"
Weekly Art Fair in Kandy,Cultural Festival,6-Dec-26,16:00,Kandy Open-Air Stage,"7 Peradeniya Road, Kandy",Sri Lanka Conference Org,An outdoor celebration showcasing local culture and crafts.,2000,250,7.288531,80.64377,4.5376,95.32,32.33677027,"student,free"
Local Cultural Show in Kandy,Educational Workshop,15-May-26,7:15,Kandy Regency Hotel,"167 Hill Street, Kandy",Kandy Youth Network,An outdoor celebration showcasing local culture and crafts.,300,500,7.311432,80.600823,4.5376,95.32,32.33677027,"professional,family"
Grand Cultural Show in Kandy,Market,17-Jul-26,15:45,Peradeniya Botanical Gardens Lawn,"187 Main Street, Kandy",Kandy Cultural Society,An informative session with expert speakers and networking opportunities.,0,250,7.30462,80.607799,4.5376,95.32,32.33677027,tickets_required
Annual Food Festival in Kandy,Market,16-Oct-26,14:00,Kandy Sports Complex,"100 Hill Street, Kandy",Kandy Foodies Club,An outdoor celebration showcasing local culture and crafts.,2000,50,7.278406,80.594464,4.5376,95.32,32.33677027,"kids,student"
Grand Film Night in Kandy,Theatre,8-Apr-24,19:45,Mahaweli Reach Hotel Conference Room,"112 Lake Road, Kandy",Peradeniya Botanical Events,A community-focused event bringing together locals and visitors.,300,150,7.305865,80.62765,4.5376,95.32,32.33677027,"outdoor,free,student"
Open Handicraft Market in Kandy,Music Event,25-Feb-25,15:30,Kandy Art Gallery,"122 Market Lane, Kandy",Peradeniya Botanical Events,A community-focused event bringing together locals and visitors.,300,300,7.249123,80.653977,4.5376,95.32,32.33677027,"indoor,family"
Annual Book Reading in Kandy,Education,19-Oct-23,18:15,Kandy Art Gallery,"100 Market Lane, Kandy",Kandy Foodies Club,An informative session with expert speakers and networking opportunities.,0,200,7.245883,80.606547,4.5376,95.32,32.33677027,"tickets_required,student"
Annual Handicraft Market in Kandy,Art & Craft,30-Oct-25,19:00,Riverbank Event Space,"15 Market Lane, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,0,1000,7.267601,80.629523,4.5376,95.32,32.33677027,"indoor,student,paid"
Local Business Meetup in Kandy,Food Event,23-Jan-23,22:45,Ramada Kandy Banquet,"57 Hill Street, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,500,1000,7.24176,80.61851,4.5376,95.32,32.33677027,networking
Local Startup Pitch in Kandy,Market,2-Jun-25,9:45,Kandy Sports Complex,"183 Main Street, Kandy",Kandy Municipal Council,A community-focused event bringing together locals and visitors.,750,200,7.317999,80.592161,4.5376,95.32,32.33677027,"tickets_required,outdoor"
Annual Film Night in Kandy,Education,29-Oct-23,15:00,Ramada Kandy Banquet,"19 Market Lane, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,100,500,7.292737,80.612367,4.5376,95.32,32.33677027,family
Annual Art Fair in Kandy,Music Event,20-Sep-26,11:15,Mahaweli Reach Hotel Conference Room,"41 Market Lane, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,100,150,7.278546,80.636417,4.5376,95.32,32.33677027,kids
Community Business Meetup in Kandy,Art & Craft,19-Dec-24,22:30,Kandy Cultural Centre,"47 Market Lane, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,0,200,7.28248,80.606711,4.5376,95.32,32.33677027,"free,registration"
Weekly Handicraft Market in Kandy,Food Event,17-Apr-23,12:30,Kandy City Centre Auditorium,"111 Lake Road, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,2000,150,7.291857,80.593106,4.5376,95.32,32.33677027,"free,family,tickets_required"
Weekly Film Night in Kandy,Market,16-May-23,22:30,Peradeniya Botanical Gardens Lawn,"144 Market Lane, Kandy",Kandy Youth Network,An outdoor celebration showcasing local culture and crafts.,0,400,7.260264,80.64171,4.5376,95.32,32.33677027,tickets_required
